"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk","INT"
"3480","3","1","1","1","2","1","1","1","1","1","1","2"
"3481","3","1","1","1","2","2","2","2","1","1","1","2"
"3482","3","1","1","1","2","2","2","2","1","1","1","2"
"3483","3","1","1","1","2","2","2","2","1","1","1","2"
"3484","2","1","1","1","2","2","1","1","1","1","1","2"
"3485","1","1","1","1","3","1","2","1","1","1","1","2"
"3486","3","1","1","1","1","1","1","1","1","1","1","2"
"3487","3","1","2","1","1","2","2","2","1","1","1","2"
"3488","2","1","1","1","2","1","1","2","1","1","1","2"
"3489","3","1","1","1","1","2","2","2","1","1","1","2"
"3490","3","1","1","1","2","1","1","1","2","2","2","2"
"3491","3","1","1","1","3","1","2","2","1","1","1","2"
"3492","2","1","1","1","3","1","2","2","2","1","1","2"
"3493","3","1","1","1","2","1","1","1","1","1","1","2"
"3494","2","1","1","1","1","1","1","1","1","1","1","2"
"3495","1","1","1","1","3","2","2","3","1","1","1","2"
"3496","3","1","1","1","3","1","2","2","1","1","1","2"
"3497","1","1","1","1","3","1","2","1","1","1","1","2"
"3498","3","1","2","1","2","1","1","1","2","2","1","2"
"3499","2","1","1","1","2","1","1","1","1","1","1","2"
"3500","3","1","1","1","1","2","1","1","1","1","1","2"
"3501","3","1","1","1","1","1","2","1","1","1","1","2"
"3502","2","1","1","1","2","1","2","2","2","2","1","2"
"3503","1","1","1","2","3","1","2","1","1","2","1","2"
"3504","3","1","1","1","2","1","2","1","1","1","1","2"
"3505","3","1","1","1","3","1","1","1","1","1","1","2"
"3506","3","1","1","1","3","1","2","1","1","1","1","2"
"3507","3","1","1","1","2","1","2","2","1","1","1","2"
"3508","1","1","2","1","3","2","2","2","1","1","1","2"
"3509","3","1","1","1","2","1","1","1","1","1","1","2"
"3510","3","1","1","1","2","1","1","1","1","1","1","2"
"3511","2","1","1","1","3","1","2","2","1","1","1","2"
"3512","3","1","1","1","2","1","1","1","1","1","1","2"
"3513","3","1","1","1","2","1","1","1","1","1","1","2"
"3514","3","1","1","2","3","1","2","1","2","1","2","2"
"3515","3","1","1","1","2","1","1","1","1","1","1","2"
"3516","1","1","1","1","3","1","2","2","1","1","1","2"
"3517","3","1","1","1","2","1","1","1","1","1","1","2"
"3518","3","1","2","2","3","1","2","2","1","1","1","2"
"3519","2","1","1","1","3","1","1","1","2","2","1","2"
"3520","3","1","2","1","2","2","1","1","1","1","1","2"
"3521","1","1","1","1","1","1","1","2","1","1","2","2"
"3522","3","1","1","1","3","1","2","1","1","1","1","2"
"3523","3","1","1","1","3","2","2","2","1","1","1","2"
"3524","3","1","1","1","2","1","2","1","1","1","1","2"
"3525","2","1","1","1","3","1","2","2","2","1","1","2"
"3526","3","1","1","1","2","2","2","2","1","1","1","2"
"3527","3","1","1","1","2","2","1","1","1","1","1","2"
"3528","2","1","1","1","3","1","2","2","1","1","1","2"
"3529","3","1","1","1","2","1","1","1","1","1","1","2"
"3530","3","1","1","1","2","1","2","2","1","1","1","2"
"3531","3","1","1","1","2","1","1","1","1","1","1","2"
"3532","3","1","1","1","1","1","1","1","1","1","1","2"
"3533","3","1","1","1","2","2","2","2","1","1","1","2"
"3534","3","1","1","1","3","2","2","2","1","1","1","2"
"3535","3","1","1","1","3","1","2","1","1","1","1","2"
"3536","3","1","1","2","3","1","1","1","1","1","1","2"
"3537","3","1","1","1","2","1","1","1","1","1","1","2"
"3538","3","1","1","1","2","1","2","2","1","1","1","2"
"3539","3","1","1","1","3","1","2","1","1","1","1","2"
"3540","3","1","1","1","2","1","2","2","1","2","1","2"
"3541","3","1","1","1","1","1","2","1","1","1","1","2"
"3542","3","1","1","1","1","2","2","2","1","1","1","2"
"3543","2","1","1","1","2","2","2","2","1","1","1","2"
"3544","3","1","1","1","2","1","2","1","1","1","1","2"
"3545","3","1","1","1","2","1","2","2","1","1","1","2"
"3546","3","1","1","1","2","1","2","1","1","1","1","2"
"3547","3","1","1","1","3","1","2","1","1","1","1","2"
"3548","3","1","1","1","3","2","2","2","1","1","1","2"
"3549","3","1","1","1","2","1","2","2","2","1","2","2"
"3550","3","1","1","1","1","2","2","2","1","1","1","2"
"3551","3","1","1","1","2","2","2","2","1","1","1","2"
"3552","3","1","1","1","3","1","2","2","1","1","1","2"
"3553","3","1","1","1","1","1","1","1","2","1","2","2"
"3554","3","1","2","1","1","1","1","1","1","1","1","2"
"3555","3","1","1","1","2","2","2","2","1","1","1","2"
"3556","3","1","1","1","3","2","2","2","1","2","1","2"
"3557","2","1","1","1","1","1","2","1","1","1","1","2"
"3558","3","1","1","1","2","1","2","1","1","1","1","2"
"3559","3","1","1","1","3","1","1","2","1","1","1","2"
"3560","3","1","2","1","3","1","2","2","1","1","1","2"
"3561","2","1","1","1","2","2","1","2","1","1","1","2"
"3562","3","1","1","1","2","2","2","2","2","2","2","2"
"3563","1","1","1","1","2","1","2","1","1","1","1","2"
"3564","3","1","1","1","3","1","1","1","1","1","1","2"
"3565","2","1","1","1","3","1","2","1","1","1","1","2"
"3566","3","1","1","1","2","2","2","2","1","1","1","2"
"3567","1","1","1","1","2","1","2","2","1","1","1","2"
"3568","3","1","1","1","3","1","2","1","1","1","1","2"
"3569","3","1","1","1","3","1","2","1","1","1","1","2"
"3570","1","1","1","1","2","1","1","1","1","2","1","2"
"3571","2","1","1","1","1","2","1","2","1","1","1","2"
"3572","3","1","1","1","2","1","2","1","1","1","1","2"
"3573","3","1","1","1","3","2","2","2","1","1","1","2"
"3574","3","1","1","1","2","2","2","2","2","1","1","2"
"3575","1","1","1","1","2","1","1","2","1","1","2","2"
"3576","2","1","1","1","2","1","2","1","1","1","1","2"
"3577","3","1","1","1","2","1","1","1","1","1","1","2"
"3578","2","1","1","1","2","1","2","3","1","1","1","2"
"3579","2","1","1","1","2","2","2","2","1","1","1","2"
"3580","3","1","1","1","2","2","2","2","1","1","1","2"
"3581","2","1","1","1","3","1","1","1","1","1","1","2"
"3582","2","1","1","1","3","2","2","2","1","1","1","2"
"3583","3","1","2","1","2","1","1","2","1","1","1","2"
"3584","3","1","1","1","2","2","2","2","1","1","1","2"
"3585","3","1","1","1","3","1","1","1","1","1","1","2"
"3586","3","1","1","1","2","2","2","2","1","1","2","2"
"3587","3","1","1","1","2","1","1","1","1","1","1","2"
"3588","3","1","1","1","3","1","2","2","1","1","1","2"
"3589","3","1","1","1","3","1","2","1","1","1","1","2"
"3590","3","1","2","1","2","1","1","1","1","1","1","2"
"3591","3","1","1","1","1","1","2","1","1","1","1","2"
"3592","1","1","2","1","3","2","2","2","1","1","1","2"
"3593","3","1","1","1","2","1","1","1","1","1","1","2"
"3594","3","1","2","1","3","1","1","1","1","1","1","2"
"3595","3","1","1","1","1","2","2","2","2","2","1","2"
"3596","2","1","1","1","3","1","2","2","1","1","1","2"
"3597","3","1","1","1","1","1","2","2","1","1","1","2"
"3598","3","1","1","1","2","2","2","2","1","1","1","2"
"3599","3","1","1","1","3","1","2","1","1","1","1","2"
"3600","3","1","1","1","3","1","2","1","1","1","1","2"
