"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk","INT"
"1093","1","1","2","1","3","3","2","2","2","1","1","0"
"1094","1","1","1","1","3","2","1","2","2","1","2","0"
"1095","1","1","1","1","2","2","1","2","2","1","1","0"
"1096","2","2","1","1","3","2","1","2","2","2","2","0"
"1097","2","2","1","1","3","3","2","2","1","1","2","0"
"1098","1","2","1","1","2","2","1","2","1","1","2","0"
"1099","1","2","1","1","2","1","1","1","1","1","2","0"
"1100","1","1","1","1","2","2","1","1","1","1","2","0"
"1101","1","1","1","1","3","2","1","2","2","1","1","0"
"1102","2","2","1","1","1","2","1","2","2","1","1","0"
"1103","1","1","1","1","2","2","1","2","2","1","1","0"
"1104","1","1","1","1","3","2","1","2","2","1","1","0"
"1105","2","2","1","1","2","2","1","2","1","1","1","0"
"1106","1","1","1","1","1","2","1","1","1","1","2","0"
"1107","1","1","1","1","2","2","1","2","1","1","2","0"
"1108","2","2","1","1","2","3","2","2","1","1","2","0"
"1109","1","1","1","1","3","2","2","2","2","1","1","0"
"1110","2","2","1","1","3","2","1","2","2","1","1","0"
"1111","2","2","1","1","2","3","2","2","2","1","1","0"
"1112","2","2","1","1","3","2","1","2","2","1","1","0"
"1113","3","3","2","1","3","2","2","2","2","1","1","0"
"1114","1","1","1","2","3","1","1","2","2","1","1","0"
"1115","2","2","1","1","3","2","1","2","2","1","1","0"
"1116","1","1","1","1","1","2","1","2","1","1","2","0"
"1117","2","2","1","1","3","1","1","2","2","1","1","0"
"1118","1","1","1","1","3","3","2","2","1","1","2","0"
"1119","1","1","1","1","3","2","2","2","1","1","2","0"
"1120","1","2","2","1","3","2","2","2","1","1","2","0"
"1121","1","1","1","1","2","2","1","2","2","1","2","0"
"1122","1","1","1","1","3","2","1","2","2","1","1","0"
"1123","1","1","1","1","3","2","1","2","2","1","1","0"
"1124","1","1","1","1","2","1","1","2","2","1","1","0"
"1125","2","2","1","1","1","2","1","2","1","1","1","0"
"1126","1","2","1","1","2","2","1","2","1","1","2","0"
"1127","1","1","1","1","3","2","1","2","2","1","1","0"
"1128","1","1","1","1","2","2","1","2","1","1","2","0"
"1129","2","1","1","1","2","2","2","2","1","1","2","0"
"1130","1","1","1","1","2","2","1","2","2","1","2","0"
"1131","1","2","1","1","2","3","2","2","1","1","2","0"
"1132","1","1","1","1","2","2","2","2","2","2","1","0"
"1133","2","2","2","1","3","2","2","2","1","1","2","0"
"1134","1","1","1","1","3","3","2","2","2","1","1","0"
"1135","1","2","1","2","3","3","2","2","2","2","2","0"
"1136","1","1","1","1","2","2","1","2","1","1","1","0"
"1137","1","1","1","1","3","2","1","2","2","1","1","0"
"1138","1","2","1","1","2","2","1","2","2","1","2","0"
"1139","2","2","1","1","2","2","1","2","1","1","2","0"
"1140","1","1","1","1","3","2","1","2","1","1","1","0"
"1141","2","1","2","1","2","2","2","2","2","1","1","0"
"1142","2","1","1","1","2","2","1","2","2","1","2","0"
"1143","1","1","1","1","3","1","1","2","2","2","1","0"
"1144","2","2","1","1","3","3","2","2","1","1","2","0"
"1145","1","2","1","1","3","2","1","2","2","1","1","0"
"1146","1","1","1","1","1","2","1","1","1","2","1","0"
"1147","1","1","1","2","3","2","1","2","2","1","1","0"
"1148","1","2","1","1","3","2","1","2","2","1","1","0"
"1149","1","1","1","1","3","2","1","2","2","1","1","0"
"1150","1","1","1","1","2","2","1","2","1","1","2","0"
"1151","2","2","1","1","2","2","1","2","1","1","2","0"
"1152","2","1","2","1","2","2","1","2","2","1","1","0"
"1153","2","2","1","1","3","2","1","2","1","1","1","0"
"1154","2","1","1","1","2","2","1","2","1","1","2","0"
"1155","1","1","1","1","3","2","2","2","2","2","1","0"
"1156","2","2","1","1","2","2","1","2","2","1","1","0"
"1157","2","1","1","1","3","2","1","2","2","2","2","0"
"1158","1","1","1","1","2","2","1","2","2","1","1","0"
"1159","2","2","1","1","3","2","2","2","1","1","2","0"
"1160","1","1","1","1","3","2","1","2","2","1","2","0"
"1161","2","2","1","1","1","2","1","2","2","1","2","0"
"1162","2","2","1","1","2","2","1","2","2","1","2","0"
"1163","2","2","1","1","3","2","1","1","2","2","2","0"
"1164","2","2","1","1","1","2","1","2","1","1","2","0"
"1165","2","2","1","1","2","2","1","2","2","1","1","0"
"1166","1","1","1","1","1","3","2","2","2","1","1","0"
"1167","1","1","1","1","3","2","1","2","2","2","1","0"
"1168","1","1","1","1","2","2","1","2","2","1","1","0"
"1169","1","1","1","1","2","2","1","2","2","1","1","0"
"1170","2","2","2","1","3","2","1","2","2","1","2","0"
"1171","2","1","1","1","1","3","2","2","2","1","1","0"
"1172","2","1","1","1","3","2","2","2","1","1","2","0"
"1173","1","1","1","1","3","1","1","2","2","1","2","0"
"1174","1","1","1","2","3","2","1","2","1","1","2","0"
"1175","1","1","1","1","2","2","1","2","2","2","2","0"
"1176","1","1","1","1","3","2","1","2","1","1","2","0"
"1177","1","2","1","1","3","2","1","2","2","1","1","0"
"1178","1","1","1","1","3","2","1","2","2","2","2","0"
"1179","1","1","1","1","2","2","1","2","2","1","2","0"
"1180","2","2","1","1","2","2","1","2","2","1","2","0"
"1181","1","1","1","1","3","1","1","2","2","1","1","0"
"1182","2","1","1","1","2","2","1","2","2","1","1","0"
"1183","1","2","1","1","2","2","2","2","2","1","1","0"
"1184","1","1","1","1","3","2","1","2","1","1","2","0"
"1185","1","2","1","1","3","2","1","2","1","1","2","0"
"1186","1","1","1","1","3","2","1","2","2","1","2","0"
"1187","1","1","1","1","3","3","2","2","2","1","1","0"
"1188","3","2","2","1","3","3","2","2","2","1","1","0"
"1189","1","1","1","1","2","2","1","2","2","1","2","0"
"1190","1","1","1","1","1","2","1","2","2","2","2","0"
"1191","1","1","1","1","1","2","1","2","2","1","2","0"
"1192","1","1","2","1","1","2","1","2","2","2","2","0"
"1193","1","1","1","1","2","2","1","2","2","2","2","0"
"1194","1","1","1","1","1","2","1","2","2","1","1","0"
"1195","1","1","2","1","2","3","2","2","2","2","2","0"
"1196","1","2","1","1","3","2","1","2","1","1","2","0"
"1197","1","2","1","1","2","2","1","2","2","1","1","0"
"1198","2","2","1","1","3","2","1","2","2","1","1","0"
"1199","2","2","2","1","2","2","1","2","2","1","2","0"
"1200","2","2","1","1","2","2","1","2","1","1","1","0"
"3601","1","1","1","1","2","2","1","2","1","1","1","0"
"3602","1","2","1","2","3","1","1","1","2","1","2","0"
"3603","2","2","1","1","2","2","1","2","2","1","2","0"
"3604","1","1","2","2","3","2","1","2","2","1","2","0"
"3605","1","2","1","1","2","2","2","2","2","1","2","0"
"3606","1","1","1","1","2","2","1","2","2","2","1","0"
"3607","2","2","1","1","2","2","1","2","1","1","2","0"
"3608","2","3","2","2","3","2","1","2","1","1","1","0"
"3609","1","1","1","1","2","2","1","2","2","1","2","0"
"3610","1","2","1","1","2","2","2","2","2","1","2","0"
"3611","1","2","2","1","3","2","1","2","2","1","2","0"
"3612","1","2","1","1","1","2","1","2","2","2","2","0"
"3613","2","2","1","1","1","1","1","1","2","1","2","0"
"3614","2","2","1","1","1","3","2","2","1","1","2","0"
"3615","2","2","2","1","3","2","1","2","2","1","2","0"
"3616","1","2","2","2","3","2","1","2","1","1","1","0"
"3617","1","2","1","1","2","2","1","2","2","1","2","0"
"3618","1","2","1","1","2","2","1","2","2","2","2","0"
"3619","2","2","1","1","3","2","1","2","1","1","2","0"
"3620","2","2","1","1","2","2","1","2","2","1","2","0"
"3621","1","2","1","1","2","3","2","3","1","1","2","0"
"3622","1","1","1","1","1","2","2","2","2","1","2","0"
"3623","2","2","2","1","2","2","1","2","2","1","2","0"
"3624","2","2","1","1","3","2","1","2","2","1","2","0"
"3625","1","2","1","1","3","2","1","2","1","1","2","0"
"3626","2","2","1","1","2","2","1","2","2","1","2","0"
"3627","2","2","2","1","3","2","1","2","2","1","2","0"
"3628","1","1","1","1","1","2","1","2","1","1","1","0"
"3629","3","2","1","1","2","2","1","2","2","2","2","0"
"3630","1","2","1","1","2","2","1","2","2","1","2","0"
"3631","1","1","2","2","3","2","1","2","1","2","1","0"
"3632","1","2","2","1","3","2","1","2","1","1","1","0"
"3633","1","2","1","1","2","2","1","2","2","1","2","0"
"3634","1","2","2","2","2","2","1","2","2","1","2","0"
"3635","1","1","1","1","2","2","1","2","1","1","1","0"
"3636","1","2","2","2","3","3","2","2","2","1","2","0"
"3637","2","2","1","1","1","2","2","2","2","1","2","0"
"3638","3","2","1","1","2","3","2","2","2","2","2","0"
"3639","1","2","1","1","2","2","1","2","2","1","2","0"
"3640","1","1","1","1","2","2","1","2","2","1","2","0"
"3641","3","2","1","1","1","2","1","2","2","1","1","0"
"3642","1","2","1","1","2","2","1","2","2","1","2","0"
"3643","1","2","2","1","2","3","2","2","1","2","2","0"
"3644","1","1","2","2","3","3","2","2","2","2","2","0"
"3645","1","2","1","1","1","1","1","2","2","1","1","0"
"3646","2","2","1","1","1","2","1","2","1","1","2","0"
"3647","2","2","1","1","2","2","1","2","2","1","2","0"
"3648","3","2","1","1","1","2","1","2","2","1","2","0"
"3649","2","2","1","1","2","2","1","2","2","1","1","0"
"3650","1","2","1","1","2","2","1","2","2","1","2","0"
"3651","3","2","2","1","2","2","1","2","1","1","1","0"
"3652","1","1","1","1","1","3","2","2","2","1","2","0"
"3653","2","2","1","1","2","2","1","2","2","1","2","0"
"3654","1","1","1","1","3","2","1","2","2","1","1","0"
"3655","2","2","1","1","2","2","1","2","2","2","2","0"
"3656","2","2","1","1","2","2","1","2","2","1","2","0"
"3657","2","2","2","2","3","2","1","2","2","2","2","0"
"3658","1","1","1","1","2","2","1","2","2","2","2","0"
"3659","1","2","2","2","3","2","1","2","1","1","1","0"
"3660","1","1","1","1","2","1","1","2","2","1","2","0"
"3661","2","2","1","1","1","2","1","2","2","2","2","0"
"3662","2","2","1","1","1","2","1","2","2","2","2","0"
"3663","1","2","1","1","2","3","2","2","2","1","2","0"
"3664","1","1","1","1","2","2","1","1","2","1","1","0"
"3665","3","3","1","1","3","2","1","2","2","1","2","0"
"3666","1","2","2","2","3","2","1","2","1","2","1","0"
"3667","1","2","2","1","1","3","2","2","2","1","2","0"
"3668","1","1","1","1","1","2","1","2","2","1","2","0"
"3669","1","2","1","1","2","1","1","1","2","2","2","0"
"3670","2","2","2","1","3","2","1","2","2","1","2","0"
"3671","3","3","2","1","3","3","2","2","1","1","1","0"
"3672","1","1","1","2","2","2","1","2","1","1","1","0"
"3673","2","2","1","1","1","2","1","2","2","1","2","0"
"3674","3","2","1","1","2","2","1","2","2","1","2","0"
"3675","1","2","1","1","1","3","2","2","2","1","2","0"
"3676","2","2","1","1","3","2","1","2","2","1","2","0"
"3677","1","2","1","1","2","2","1","2","2","2","2","0"
"3678","1","1","2","1","2","2","1","2","2","1","2","0"
"3679","1","2","1","1","1","2","1","2","2","1","2","0"
"3680","1","1","1","1","2","2","2","2","1","1","1","0"
"3681","2","2","1","1","2","3","2","2","2","1","1","0"
"3682","2","2","1","2","2","2","1","2","2","1","2","0"
"3683","1","2","2","1","1","2","1","2","2","1","2","0"
"3684","2","2","1","1","1","3","2","2","2","1","1","0"
"3685","2","3","1","1","2","2","1","2","2","1","1","0"
"3686","1","1","1","1","2","2","1","2","2","1","2","0"
"3687","1","2","1","1","3","2","1","2","2","1","2","0"
"3688","1","2","1","1","2","2","1","2","2","1","2","0"
"3689","2","2","1","1","1","2","1","2","2","1","2","0"
"3690","3","3","1","1","1","2","1","2","2","1","1","0"
"3691","2","2","1","1","2","2","1","2","2","1","1","0"
"3692","1","1","1","1","1","1","1","1","2","2","2","0"
"3693","1","2","1","1","2","2","1","2","2","1","2","0"
"3694","1","1","2","1","3","3","2","2","2","1","2","0"
"3695","1","2","1","1","2","2","1","2","2","1","2","0"
"3696","1","1","1","1","1","2","2","2","2","1","2","0"
"3697","3","3","1","2","2","3","1","2","2","1","2","0"
"3698","1","2","1","1","2","1","1","2","2","1","1","0"
"3699","3","2","1","1","3","1","1","2","2","2","2","0"
"3700","2","2","2","1","2","3","2","2","2","1","2","0"
"3701","2","3","1","1","2","2","1","2","2","2","2","0"
"3702","3","2","1","2","3","2","1","2","2","1","2","0"
"3703","1","1","1","1","2","2","1","2","2","1","1","0"
"3704","1","1","1","1","1","2","1","2","2","1","2","0"
"3705","1","1","2","2","3","2","1","2","2","1","2","0"
"3706","1","2","1","1","2","2","1","2","2","1","2","0"
"3707","3","3","1","1","1","2","2","2","2","1","2","0"
"3708","1","2","2","1","2","2","2","2","2","1","2","0"
"3709","2","2","1","1","1","2","1","2","2","1","1","0"
"3710","2","2","2","2","3","2","1","2","2","1","1","0"
"3711","2","2","2","1","1","2","1","2","2","1","2","0"
"3712","1","2","1","1","2","2","1","2","2","1","2","0"
"3713","3","3","1","2","3","2","1","1","2","2","2","0"
"3714","1","1","1","1","3","3","2","2","2","1","2","0"
"3715","1","1","2","1","2","2","1","2","2","2","2","0"
"3716","2","2","1","1","2","2","1","2","1","2","1","0"
"3717","2","2","1","1","1","2","1","2","2","1","2","0"
"3718","1","1","1","1","2","2","1","2","2","1","2","0"
"3719","2","2","1","1","1","2","1","1","2","2","2","0"
"3720","1","2","1","1","1","3","1","2","2","1","1","0"
"3721","2","2","1","1","1","2","1","2","2","1","2","0"
"3722","2","2","1","1","2","2","1","2","2","1","2","0"
"3723","1","1","2","1","2","2","1","2","1","1","1","0"
"3724","2","2","2","2","3","2","1","2","1","1","1","0"
"3725","1","2","1","1","2","2","1","2","2","1","1","0"
"3726","2","2","1","1","2","2","1","2","2","1","2","0"
"3727","1","2","1","1","1","2","2","2","2","1","2","0"
"3728","1","2","1","1","2","2","1","2","2","1","2","0"
"3729","2","2","1","1","2","1","1","1","2","1","1","0"
"3730","2","2","1","1","2","3","2","2","2","1","2","0"
"3731","1","1","2","2","3","2","1","2","2","1","2","0"
"3732","1","2","1","1","2","2","1","2","1","1","1","0"
"3733","3","2","1","1","2","1","1","1","2","1","2","0"
"3734","1","1","1","1","1","1","1","2","2","1","2","0"
"3735","1","2","1","1","2","2","2","2","2","2","1","0"
"3736","3","2","1","1","1","2","2","2","1","1","1","0"
"3737","1","2","1","1","1","2","1","2","1","2","1","0"
"3738","1","1","1","1","2","3","2","2","2","2","2","0"
"3739","2","2","1","1","1","2","1","2","2","1","2","0"
"3740","1","1","1","1","1","3","2","2","2","1","2","0"
"3741","3","2","1","1","2","3","2","2","1","1","1","0"
"3742","1","1","1","1","2","2","1","2","2","1","2","0"
"3743","3","2","2","1","2","2","1","2","1","1","1","0"
"3744","1","1","1","1","1","2","1","2","2","2","2","0"
"3745","1","1","1","1","2","2","1","2","2","1","2","0"
"3746","2","2","1","1","2","2","1","2","2","1","2","0"
"3747","1","1","1","1","2","2","1","2","2","1","2","0"
"3748","1","2","1","1","1","1","1","1","2","1","2","0"
"3749","2","2","1","1","1","2","1","2","2","1","1","0"
"3750","1","2","1","1","1","3","2","2","2","1","2","0"
"3751","1","1","2","2","3","2","1","2","2","2","2","0"
"3752","1","1","1","1","2","2","1","2","2","1","2","0"
"3753","2","2","1","1","1","2","1","2","2","1","2","0"
"3754","2","2","1","1","2","3","2","2","2","1","2","0"
"3755","2","2","1","1","1","3","1","2","2","1","1","0"
"3756","1","1","2","2","3","2","1","2","2","1","2","0"
"3757","1","2","1","1","2","2","1","2","2","1","2","0"
"3758","2","2","1","1","2","3","2","2","2","1","2","0"
"3759","2","2","1","1","3","2","1","2","2","1","2","0"
"3760","1","1","1","1","1","2","1","2","2","1","2","0"
"3761","1","2","2","2","3","3","2","2","2","1","2","0"
"3762","3","3","1","1","2","2","1","2","2","1","2","0"
"3763","2","2","1","1","2","2","1","2","2","1","1","0"
"3764","1","1","1","1","2","3","2","2","1","1","2","0"
"3765","3","3","2","2","3","3","2","2","1","1","1","0"
"3766","2","2","1","1","3","2","2","2","2","2","1","0"
"3767","1","1","1","1","2","2","1","2","1","1","2","0"
"3768","2","2","1","1","2","2","2","2","1","1","1","0"
"3769","1","1","1","1","1","2","1","2","2","1","2","0"
"3770","1","1","1","1","3","2","1","2","2","1","1","0"
"3771","1","2","1","1","1","2","1","2","2","1","2","0"
"3772","2","2","1","1","1","2","1","2","2","1","1","0"
"3773","3","3","1","1","1","2","1","2","1","1","1","0"
"3774","3","2","1","1","1","2","1","2","2","1","2","0"
"3775","1","1","1","1","2","2","1","2","2","1","2","0"
"3776","1","2","1","1","1","2","1","2","2","1","2","0"
"3777","3","2","1","1","1","3","1","2","1","2","1","0"
"3778","2","2","1","1","2","2","2","2","2","1","2","0"
"3779","1","2","1","1","2","3","2","2","2","2","2","0"
"3780","2","2","1","1","1","3","2","2","2","1","2","0"
"3781","1","2","1","1","2","1","1","1","2","1","2","0"
"3782","1","1","2","2","3","2","1","2","2","1","1","0"
"3783","1","2","2","1","3","2","1","2","2","1","2","0"
"3784","1","1","1","1","2","2","2","2","1","1","1","0"
"3785","1","1","2","1","2","2","1","2","1","1","1","0"
"3786","1","1","1","1","2","2","1","2","2","1","2","0"
"3787","1","1","1","1","1","2","1","2","2","1","2","0"
"3788","1","1","1","1","1","2","1","2","2","2","2","0"
"3789","1","1","1","1","1","2","1","2","2","1","2","0"
"3790","1","1","1","2","3","2","1","2","2","1","1","0"
"3791","2","2","1","1","1","2","1","2","1","2","1","0"
"3792","2","2","2","2","3","1","1","2","2","1","1","0"
"3793","1","1","1","1","2","2","1","2","2","1","2","0"
"3794","2","2","2","2","3","2","1","2","2","1","1","0"
"3795","1","2","1","1","3","2","1","2","1","1","1","0"
"3796","2","2","1","1","2","2","1","2","2","1","2","0"
"3797","1","2","1","1","2","2","1","2","2","2","2","0"
"3798","3","2","2","2","3","1","1","1","1","1","1","0"
"3799","2","2","1","1","2","2","1","2","2","1","2","0"
"3800","1","2","1","2","3","2","1","2","1","1","2","0"
"3801","3","2","2","2","3","2","1","2","2","2","2","0"
"3802","2","2","1","1","2","2","1","2","2","1","2","0"
"3803","1","2","1","1","2","2","1","2","2","1","2","0"
"3804","1","1","1","1","2","2","1","2","2","1","2","0"
"3805","1","1","1","1","2","2","2","2","2","1","1","0"
"3806","2","2","1","1","1","2","1","2","2","2","2","0"
"3807","1","1","2","1","3","2","1","2","2","1","2","0"
"3808","1","2","1","1","1","1","1","2","1","1","1","0"
"3809","2","2","1","1","2","3","2","2","2","1","2","0"
"3810","3","2","1","1","2","2","1","2","1","1","2","0"
"3811","3","3","1","1","2","2","1","2","2","2","2","0"
"3812","1","2","1","1","2","2","1","2","2","2","2","0"
"3813","3","3","2","2","3","2","1","2","2","1","1","0"
"3814","2","2","1","1","2","2","1","2","2","1","2","0"
"3815","1","1","1","1","1","2","1","2","2","1","1","0"
"3816","2","2","1","1","3","2","2","2","2","1","2","0"
"3817","1","2","1","1","1","2","2","2","2","2","2","0"
"3818","1","1","1","1","1","2","1","2","2","1","1","0"
"3819","2","2","1","1","2","2","1","2","2","1","2","0"
"3820","2","2","1","1","1","2","1","2","2","1","2","0"
"3821","2","2","1","1","3","2","2","2","2","1","2","0"
"3822","2","2","1","1","2","2","1","2","2","1","2","0"
"3823","2","1","1","1","1","2","1","2","2","1","2","0"
"3824","1","2","1","1","2","2","1","2","2","1","2","0"
"3825","1","1","1","1","2","2","1","2","2","1","2","0"
"3826","1","1","1","1","1","2","2","2","2","1","1","0"
"3827","1","1","1","1","1","2","1","2","1","1","1","0"
"3828","1","2","2","2","3","3","2","3","2","1","2","0"
"3829","1","2","1","1","1","2","2","2","2","2","2","0"
"3830","1","1","1","1","2","2","1","2","2","1","2","0"
"3831","2","2","2","2","3","2","1","2","2","2","2","0"
"3832","1","2","1","1","2","3","2","2","1","1","2","0"
"3833","1","1","1","1","2","2","1","2","2","1","2","0"
"3834","1","2","1","1","2","3","2","2","2","1","2","0"
"3835","1","2","1","1","1","2","1","2","2","1","2","0"
"3836","1","1","1","1","2","3","2","2","2","2","2","0"
"3837","3","3","1","1","1","2","1","2","2","1","2","0"
"3838","1","1","2","2","3","2","1","2","2","1","2","0"
"3839","1","2","1","1","2","3","2","2","2","2","2","0"
"3840","1","1","2","1","3","2","1","2","2","1","2","0"
"3841","3","3","1","1","2","2","1","2","2","1","2","0"
"3842","1","2","1","1","2","3","2","2","2","1","2","0"
"3843","1","2","2","2","3","3","2","2","2","1","2","0"
"3844","3","2","1","1","1","2","2","2","2","1","1","0"
"3845","1","1","1","1","2","2","2","2","2","1","1","0"
"3846","1","1","1","1","2","2","1","2","1","1","2","0"
"3847","1","2","2","2","3","3","2","2","2","1","1","0"
"3848","3","2","1","1","1","2","1","2","2","1","2","0"
"3849","1","2","1","1","3","3","2","2","2","1","2","0"
"3850","1","1","1","1","1","2","1","2","2","1","2","0"
"3851","1","2","1","1","2","2","1","2","2","1","2","0"
"3852","1","1","1","1","3","2","1","2","2","1","1","0"
"3853","1","1","1","1","2","3","2","2","1","1","1","0"
"3854","1","2","2","1","3","2","1","2","2","1","2","0"
"3855","3","3","1","1","2","2","2","2","1","2","1","0"
"3856","1","1","1","1","2","2","1","2","2","1","2","0"
"3857","3","3","1","1","1","3","2","3","1","1","2","0"
"3858","1","1","2","2","3","2","1","2","2","1","2","0"
"3859","1","1","1","1","2","1","1","1","2","1","2","0"
"3860","1","2","1","1","2","3","2","2","2","1","2","0"
"3861","1","1","2","1","3","3","2","2","2","1","2","0"
"3862","1","1","1","1","2","2","1","2","1","1","1","0"
"3863","3","3","2","1","3","2","1","2","2","1","2","0"
"3864","2","2","1","1","2","3","2","2","2","2","2","0"
"3865","1","2","1","1","2","2","1","2","2","2","2","0"
"3866","1","1","1","1","2","3","2","2","2","1","2","0"
"3867","2","2","1","1","1","2","1","2","2","1","2","0"
"3868","1","2","1","1","1","2","1","2","2","1","2","0"
"3869","1","1","1","2","3","2","1","2","2","1","2","0"
"3870","1","1","1","1","1","2","1","2","2","2","2","0"
"3871","1","1","1","1","1","3","2","2","1","1","2","0"
"3872","1","2","1","1","2","2","1","2","1","1","2","0"
"3873","2","2","1","1","1","2","1","2","2","1","2","0"
"3874","1","2","1","1","3","3","2","2","2","1","2","0"
"3875","1","1","1","1","2","2","1","2","2","1","2","0"
"3876","1","2","1","1","1","3","2","2","2","1","2","0"
"3877","1","1","1","1","1","2","2","2","2","1","1","0"
"3878","1","1","1","1","1","2","1","2","2","1","2","0"
"3879","1","1","1","1","3","2","1","2","2","1","2","0"
"3880","1","1","1","1","2","2","1","2","2","1","2","0"
"3881","3","3","1","1","3","2","1","2","1","1","1","0"
"3882","2","2","1","1","2","2","1","2","2","2","2","0"
"3883","1","1","1","1","2","2","1","2","2","1","1","0"
"3884","1","1","1","1","3","3","2","2","2","1","1","0"
"3885","1","2","2","1","2","3","2","2","2","2","2","0"
"3886","2","2","1","1","2","3","2","2","2","2","2","0"
"3887","1","2","1","1","1","2","1","2","2","2","2","0"
"3888","1","2","1","1","2","2","1","2","2","1","2","0"
"3889","1","2","1","1","2","2","1","2","2","2","2","0"
"3890","1","1","1","1","2","2","2","3","2","1","2","0"
"3891","2","2","1","1","1","2","1","2","2","2","2","0"
"3892","1","2","1","1","1","2","1","2","2","1","2","0"
"3893","2","2","1","1","2","2","1","2","2","1","1","0"
"3894","1","1","1","1","2","2","1","2","2","1","2","0"
"3895","1","2","1","1","1","2","1","2","2","1","1","0"
"3896","2","2","1","1","2","2","1","2","2","1","1","0"
"3897","1","1","1","1","1","2","1","2","2","1","1","0"
"3898","1","1","1","2","3","2","1","2","2","1","1","0"
"3899","1","1","1","1","2","3","2","2","1","1","1","0"
"3900","1","2","1","1","1","2","1","2","2","1","2","0"
"3901","1","1","2","1","2","2","1","2","2","1","2","0"
"3902","3","2","1","1","1","3","2","2","2","1","2","0"
"3903","1","2","2","1","3","3","2","2","2","1","2","0"
"3904","1","2","1","1","1","2","1","2","2","1","2","0"
"3905","2","2","1","1","1","2","1","2","2","1","2","0"
"3906","2","2","1","1","1","2","2","2","2","1","1","0"
"3907","3","2","1","1","2","2","1","2","1","1","1","0"
"3908","2","2","2","1","2","3","2","2","2","1","2","0"
"3909","1","2","1","1","2","2","1","2","1","1","2","0"
"3910","2","2","1","1","2","2","1","2","1","1","2","0"
"3911","1","2","1","1","1","3","2","2","2","1","2","0"
"3912","1","2","1","1","2","3","2","2","2","1","2","0"
"3913","3","2","1","1","2","2","1","2","2","1","2","0"
"3914","2","2","1","1","3","2","1","2","2","1","2","0"
"3915","1","1","1","1","2","2","1","2","2","1","2","0"
"3916","1","2","1","1","2","2","1","2","2","1","2","0"
"3917","1","2","1","1","2","2","1","2","2","1","2","0"
"3918","1","1","1","1","1","2","1","2","1","1","2","0"
"3919","3","2","1","2","2","3","2","2","2","1","1","0"
"3920","1","2","1","1","1","2","1","2","2","2","2","0"
"3921","2","2","1","1","2","2","1","2","2","1","2","0"
"3922","2","2","1","1","2","3","2","2","2","1","1","0"
"3923","1","1","1","1","1","2","1","2","1","1","1","0"
"3924","1","2","1","1","2","2","1","2","2","1","2","0"
"3925","2","2","1","1","2","1","1","1","2","1","2","0"
"3926","1","1","1","1","1","2","1","2","2","2","2","0"
"3927","1","2","1","1","1","2","1","2","1","1","1","0"
"3928","1","2","2","1","2","3","2","2","1","1","2","0"
"3929","1","2","1","1","1","2","1","2","2","1","1","0"
"3930","1","2","1","1","2","3","2","2","2","1","2","0"
"3931","1","1","2","2","3","2","1","2","2","1","2","0"
"3932","2","2","1","1","1","2","2","2","2","1","2","0"
"3933","3","2","1","1","2","1","1","2","2","1","1","0"
"3934","1","2","1","1","2","3","2","2","1","1","1","0"
"3935","1","1","2","1","3","2","1","2","1","1","2","0"
"3936","1","2","1","1","1","2","1","2","2","1","2","0"
"3937","3","2","1","2","2","2","1","2","2","1","2","0"
"3938","2","2","1","1","3","3","2","2","2","1","2","0"
"3939","2","2","2","2","3","3","2","2","2","1","2","0"
"3940","1","2","1","1","1","1","1","2","1","1","1","0"
"3941","3","2","1","1","1","2","1","2","2","1","2","0"
"3942","1","1","1","1","2","2","1","2","2","1","1","0"
"3943","2","1","1","1","2","3","2","2","1","1","1","0"
"3944","1","2","1","1","1","2","1","2","2","1","2","0"
"3945","1","2","1","1","1","3","2","2","2","2","2","0"
"3946","1","1","1","1","1","2","1","2","1","1","1","0"
"3947","2","2","1","1","2","1","1","1","2","2","2","0"
"3948","2","2","1","1","1","2","1","2","2","1","1","0"
"3949","1","2","1","1","1","2","1","2","2","1","1","0"
"3950","1","2","1","1","2","1","1","2","2","1","2","0"
"3951","1","1","1","1","1","2","2","2","2","1","2","0"
"3952","1","1","1","1","2","3","2","2","2","2","2","0"
"3953","1","2","1","1","2","2","2","2","1","1","2","0"
"3954","3","2","1","1","2","3","2","3","2","2","2","0"
"3955","1","1","1","1","2","2","1","2","2","1","2","0"
"3956","1","1","1","1","3","3","2","2","2","1","1","0"
"3957","1","1","1","1","2","2","1","2","1","1","2","0"
"3958","1","1","1","1","2","1","1","2","2","1","2","0"
"3959","2","2","1","1","2","2","1","2","2","1","2","0"
"3960","3","2","1","1","1","2","1","2","1","1","1","0"
"3961","1","2","1","1","1","2","2","2","2","1","2","0"
"3962","1","2","1","1","2","2","1","2","1","1","1","0"
"3963","3","3","1","1","1","2","2","2","2","1","2","0"
"3964","1","2","1","1","1","3","2","2","2","1","1","0"
"3965","1","2","2","2","3","2","1","2","2","1","2","0"
"3966","3","2","1","1","1","2","1","2","2","1","2","0"
"3967","1","2","2","2","3","2","1","2","2","1","2","0"
"3968","2","2","1","1","2","3","2","2","2","1","2","0"
"3969","1","2","2","1","2","3","2","2","2","1","1","0"
"3970","1","2","1","1","1","2","1","2","2","1","2","0"
"3971","1","1","1","1","1","2","1","2","2","1","2","0"
"3972","1","2","1","1","1","2","1","2","2","1","2","0"
